Stop_Number,Municipality,Stop_Avg_Daily_Boardings_MF,Stop_Avg_Daily_Alightings_MF,Stop_Avg_Daily_Boardings_Sat,Stop_Avg_Daily_Alightings_Sat,Stop_Avg_Daily_Boardings_SunHol,Stop_Avg_Daily_Alightings_SunHol,TSPR_Year,Stop_Latitude,Stop_Longitude
53730,Coquitlam,620,0,171,0,122,0,2024,49.275845,-122.798427
61750,Coquitlam,10,16,7,6,7,11,2024,49.268018,-122.796872
53344,Coquitlam,9,45,0,23,0,15,2024,49.268014,-122.794352
53345,Coquitlam,12,43,0,19,0,14,2024,49.267485,-122.790769
53346,Port Coquitlam,18,43,0,20,0,19,2024,49.26532,-122.788479
53347,Port Coquitlam,6,36,0,21,0,11,2024,49.265735,-122.78635
58595,Port Coquitlam,10,30,0,20,0,7,2024,49.263652,-122.783603
53739,Port Coquitlam,31,78,0,31,0,21,2024,49.260801,-122.784366
53026,Port Coquitlam,97,440,43,279,31,247,2024,49.260807,-122.781601
53027,Port Coquitlam,36,273,23,175,17,139,2024,49.260817,-122.777969
53440,Port Coquitlam,59,49,0,21,0,16,2024,49.261178,-122.773908
58774,Port Coquitlam,0,0,0,0,0,0,2024,49.258013,-122.774875
58772,Port Coquitlam,0,16,0,0,0,0,2024,49.255645,-122.769332
59482,Port Coquitlam,0,12,0,0,0,0,2024,49.252057,-122.76242
53699,Port Coquitlam,0,14,0,0,0,0,2024,49.249867,-122.762534
59481,Port Coquitlam,0,14,0,0,0,0,2024,49.247786,-122.762468
53700,Port Coquitlam,103,44,0,0,0,0,2024,49.24518,-122.762542
59503,Port Coquitlam,89,40,0,0,0,0,2024,49.242472,-122.762497
53680,Port Coquitlam,14,21,0,0,0,0,2024,49.239875,-122.760842
53681,Port Coquitlam,0,0,0,0,0,0,2024,49.241311,-122.755753
53682,Port Coquitlam,7,8,0,0,0,0,2024,49.243514,-122.748593
53683,Port Coquitlam,0,0,0,0,0,0,2024,49.244643,-122.745787
53684,Port Coquitlam,15,8,0,0,0,0,2024,49.247446,-122.749616
53685,Port Coquitlam,25,15,0,0,0,0,2024,49.249677,-122.754883
58771,Port Coquitlam,0,0,0,0,0,0,2024,49.255772,-122.769228
58773,Port Coquitlam,0,0,0,0,0,0,2024,49.257999,-122.77455
53777,Port Coquitlam,40,60,16,0,11,0,2024,49.261338,-122.774051
53029,Port Coquitlam,72,19,48,12,40,8,2024,49.260944,-122.776176
53441,Port Coquitlam,217,59,161,37,118,23,2024,49.260938,-122.779124
53030,Port Coquitlam,529,64,311,33,267,15,2024,49.260924,-122.781672
59467,Port Coquitlam,27,8,10,0,0,0,2024,49.263567,-122.783538
61953,Port Coquitlam,7,0,6,0,0,0,2024,49.264587,-122.781442
53445,Port Coquitlam,72,23,35,8,24,0,2024,49.265581,-122.787862
61749,Coquitlam,54,17,26,9,13,0,2024,49.268102,-122.791167
53358,Coquitlam,51,8,23,0,23,8,2024,49.268123,-122.795197
53036,Coquitlam,79,53,16,13,16,15,2024,49.26982,-122.800011
53037,Coquitlam,32,35,14,15,9,16,2024,49.271255,-122.801808
53864,Coquitlam,470,6099,292,4142,232,3177,2024,49.275476,-122.798723
58430,Burnaby,399,2639,161,1605,143,1220,2024,49.247428,-122.894766
58191,Coquitlam,172,13,108,10,82,9,2024,49.248513,-122.892661
52861,Coquitlam,106,34,57,21,52,20,2024,49.250455,-122.892713
53119,Coquitlam,7,12,0,8,0,6,2024,49.255307,-122.892802
53118,Coquitlam,85,71,61,46,54,35,2024,49.253122,-122.892752
53121,Coquitlam,29,46,19,26,10,19,2024,49.258543,-122.892871
53120,Coquitlam,56,49,24,25,20,23,2024,49.257159,-122.89284
59531,Coquitlam,813,199,377,90,291,76,2024,49.261648,-122.889791
53123,Coquitlam,22,10,11,10,12,8,2024,49.264022,-122.886773
61942,Coquitlam,13,62,0,29,0,22,2024,49.266694,-122.883423
53124,Coquitlam,0,12,0,6,0,7,2024,49.265491,-122.884903
53125,Coquitlam,35,159,12,81,10,71,2024,49.268704,-122.880872
53127,Coquitlam,16,105,6,54,0,46,2024,49.270411,-122.879877
53128,Port Moody,6,30,0,17,0,15,2024,49.273116,-122.880481
53129,Port Moody,17,55,0,20,0,20,2024,49.275283,-122.880603
53130,Port Moody,0,21,0,13,0,11,2024,49.276613,-122.880679
53131,Port Moody,6,85,0,22,0,14,2024,49.279151,-122.880837
53132,Port Moody,12,36,0,19,0,21,2024,49.283212,-122.876873
53133,Port Moody,17,40,0,14,0,15,2024,49.285269,-122.876287
53134,Port Moody,0,18,0,11,0,8,2024,49.287802,-122.873455
53135,Port Moody,0,8,0,0,0,0,2024,49.286765,-122.872152
53136,Port Moody,0,0,0,0,0,0,2024,49.285114,-122.871148
53137,Port Moody,12,23,8,10,7,8,2024,49.283358,-122.871398
53139,Port Moody,45,33,16,13,10,10,2024,49.280889,-122.875083
53140,Port Moody,46,32,22,17,14,15,2024,49.278404,-122.875583
53141,Port Moody,19,15,10,8,8,10,2024,49.275792,-122.874738
53142,Port Moody,27,21,20,7,13,7,2024,49.274941,-122.872485
58227,Port Moody,133,144,13,11,8,8,2024,49.276557,-122.86592
53144,Port Moody,114,21,21,8,19,6,2024,49.276593,-122.863686
53145,Port Moody,43,22,20,15,16,9,2024,49.276629,-122.861233
58224,Port Moody,75,52,52,31,36,19,2024,49.276631,-122.856207
60673,Port Moody,39,79,15,50,18,51,2024,49.276575,-122.849147
58945,Port Moody,0,874,0,353,0,278,2024,49.277676,-122.84529
61891,Port Moody,393,0,118,0,75,0,2024,49.277828,-122.84682
53184,Port Moody,65,70,44,36,40,31,2024,49.276769,-122.850673
53268,Port Moody,27,26,9,11,7,8,2024,49.276809,-122.855015
53185,Port Moody,46,73,28,58,23,34,2024,49.276788,-122.859243
53186,Port Moody,51,140,20,61,13,40,2024,49.276752,-122.862261
53187,Port Moody,108,129,15,17,13,13,2024,49.276695,-122.867831
53188,Port Moody,15,28,8,15,7,12,2024,49.275131,-122.87269
53189,Port Moody,10,24,0,10,0,9,2024,49.275949,-122.874831
53190,Port Moody,44,57,21,20,12,14,2024,49.278128,-122.875416
53191,Port Moody,31,43,14,14,8,10,2024,49.280945,-122.874881
53192,Port Moody,21,36,13,13,9,8,2024,49.283349,-122.871204
53193,Port Moody,0,0,0,0,0,0,2024,49.285097,-122.871016
53194,Port Moody,9,0,0,0,0,0,2024,49.286817,-122.872061
53195,Port Moody,11,7,7,0,7,0,2024,49.287851,-122.873349
53196,Port Moody,0,0,0,0,0,0,2024,49.288368,-122.876048
53197,Port Moody,8,0,0,0,0,0,2024,49.286065,-122.876341
53198,Port Moody,36,25,22,0,18,0,2024,49.284485,-122.87665
53199,Port Moody,13,6,6,0,8,0,2024,49.282564,-122.877971
53200,Port Moody,13,0,6,0,0,0,2024,49.280956,-122.880444
53201,Port Moody,49,6,14,0,9,0,2024,49.27799,-122.880933
53202,Port Moody,20,7,9,0,7,0,2024,49.276139,-122.880829
53203,Port Moody,28,11,15,0,12,0,2024,49.274255,-122.880733
53204,Port Moody,41,10,25,0,22,0,2024,49.271668,-122.880579
53205,Coquitlam,115,36,67,12,54,8,2024,49.269724,-122.879866
53206,Coquitlam,87,15,48,6,47,0,2024,49.268141,-122.881911
53207,Coquitlam,56,11,26,0,23,0,2024,49.266341,-122.884085
53208,Coquitlam,162,613,78,302,69,194,2024,49.262283,-122.88931
53210,Burnaby,42,30,20,11,18,9,2024,49.258374,-122.893206
53211,Burnaby,67,18,27,7,24,0,2024,49.255871,-122.893156
53212,Burnaby,98,250,74,172,48,140,2024,49.252969,-122.893126
53214,Burnaby,14,363,14,244,12,235,2024,49.248477,-122.893
61890,Port Moody,66,0,23,0,21,0,2024,49.27783,-122.847102
59494,Port Moody,0,0,9,0,6,0,2024,49.278797,-122.847702
59501,Port Moody,0,17,0,0,0,0,2024,49.278787,-122.845471
59491,Port Moody,0,20,0,6,0,0,2024,49.279358,-122.838591
59734,Port Moody,0,11,0,0,0,0,2024,49.280456,-122.832769
59750,Port Moody,17,0,9,0,8,0,2024,49.28043,-122.830486
53282,Port Moody,232,104,132,66,101,59,2024,49.282831,-122.827884
53231,Port Moody,0,6,0,0,0,0,2024,49.286494,-122.834973
53232,Port Moody,0,6,0,0,0,0,2024,49.288036,-122.838341
53233,Port Moody,0,7,0,0,0,0,2024,49.289952,-122.842591
53234,Port Moody,0,14,0,0,0,0,2024,49.291117,-122.846162
59951,Port Moody,0,0,0,0,0,0,2024,49.292293,-122.851541
58990,Port Moody,0,0,0,0,0,0,2024,49.292872,-122.853379
53235,Port Moody,0,7,0,0,0,0,2024,49.294436,-122.856085
53236,Port Moody,0,0,0,0,0,0,2024,49.296265,-122.860284
53237,Port Moody,0,16,0,7,0,6,2024,49.299031,-122.864416
53238,Port Moody,0,0,0,0,0,0,2024,49.303024,-122.873386
53239,Port Moody,0,0,0,0,0,0,2024,49.302877,-122.874617
58973,Anmore,0,0,0,0,0,0,2024,49.30923,-122.869268
53240,Anmore,0,0,0,0,0,0,2024,49.307873,-122.86469
53241,Anmore,6,0,0,0,0,0,2024,49.31089,-122.857692
53242,Anmore,0,16,0,6,0,0,2024,49.314796,-122.855634
53243,Anmore,6,9,0,0,0,0,2024,49.318242,-122.855614
53244,Anmore,13,15,6,12,7,9,2024,49.322138,-122.855795
53246,Anmore,0,6,0,0,0,0,2024,49.314085,-122.855814
53247,Anmore,0,6,0,0,0,0,2024,49.311561,-122.857193
53248,Anmore,0,0,0,0,0,0,2024,49.307956,-122.862785
58972,Anmore,0,0,0,0,0,0,2024,49.30957,-122.868539
58980,Port Moody,0,0,0,0,0,0,2024,49.309815,-122.874173
60598,Anmore,0,0,0,0,0,0,2024,49.314374,-122.877947
58976,Port Moody,0,0,0,0,0,0,2024,49.314167,-122.884995
58974,Port Moody,0,0,0,0,0,0,2024,49.31975,-122.893028
53250,Belcarra,0,9,0,0,0,0,2024,49.32353,-122.89958
58760,Belcarra,0,0,0,0,0,0,2024,49.317209,-122.910135
58978,Belcarra,0,6,0,8,0,12,2024,49.313511,-122.922967
58960,Belcarra,0,0,0,0,0,0,2024,49.321611,-122.925493
58758,Belcarra,0,0,0,0,0,0,2024,49.319017,-122.926926
61536,Belcarra,0,0,7,0,9,0,2024,49.313465,-122.923185
53253,Belcarra,0,0,0,0,0,0,2024,49.317311,-122.909827
53254,Belcarra,6,0,0,0,0,0,2024,49.320864,-122.906174
58975,Port Moody,0,0,0,0,0,0,2024,49.320066,-122.893762
58977,Port Moody,0,0,0,0,6,0,2024,49.314007,-122.883608
60599,Anmore,0,0,0,0,0,0,2024,49.314292,-122.877943
58981,Port Moody,0,0,0,0,0,0,2024,49.309688,-122.874363
60313,Port Moody,0,0,0,0,0,0,2024,49.30235,-122.870879
53255,Port Moody,18,0,10,0,9,0,2024,49.299217,-122.865033
53256,Port Moody,6,0,0,0,0,0,2024,49.297029,-122.861479
53257,Port Moody,9,0,0,0,0,0,2024,49.294153,-122.85563
58991,Port Moody,0,0,0,0,0,0,2024,49.292467,-122.852841
53258,Port Moody,14,0,11,0,0,0,2024,49.290987,-122.845367
53260,Port Moody,9,0,0,0,0,0,2024,49.289561,-122.842305
53261,Port Moody,8,0,0,0,0,0,2024,49.287883,-122.83809
53262,Port Moody,0,0,0,0,0,0,2024,49.28635,-122.835058
53263,Port Moody,0,7,0,0,0,0,2024,49.283936,-122.829596
58779,Port Moody,150,236,102,114,90,83,2024,49.282924,-122.828278
59499,Port Moody,0,13,0,6,0,6,2024,49.28063,-122.830879
59497,Port Moody,20,0,0,0,0,0,2024,49.280637,-122.833714
61235,Port Moody,19,0,7,0,0,0,2024,49.278898,-122.841659
59500,Port Moody,7,10,0,0,0,0,2024,49.278915,-122.845681
59493,Port Moody,0,9,0,8,0,0,2024,49.278926,-122.848134
58945,Port Moody,0,874,0,353,0,278,2024,49.277676,-122.84529
61889,Port Moody,88,0,44,0,43,0,2024,49.277832,-122.847385
59494,Port Moody,0,0,9,0,6,0,2024,49.278797,-122.847702
59501,Port Moody,0,17,0,0,0,0,2024,49.278787,-122.845471
59491,Port Moody,0,20,0,6,0,0,2024,49.279358,-122.838591
59734,Port Moody,0,11,0,0,0,0,2024,49.280456,-122.832769
59750,Port Moody,17,0,9,0,8,0,2024,49.28043,-122.830486
53282,Port Moody,232,104,132,66,101,59,2024,49.282831,-122.827884
53283,Port Moody,31,14,9,6,11,0,2024,49.284992,-122.828651
58757,Port Moody,0,0,0,0,0,0,2024,49.289613,-122.831382
58752,Port Moody,0,0,0,0,0,0,2024,49.291081,-122.831438
58876,Port Moody,0,9,0,0,0,0,2024,49.292131,-122.829429
58875,Port Moody,0,11,0,0,0,0,2024,49.293216,-122.827517
58877,Port Moody,0,10,0,0,0,0,2024,49.294756,-122.830662
58892,Port Moody,0,7,0,0,0,0,2024,49.29514,-122.834143
58907,Port Moody,0,6,0,0,0,0,2024,49.294836,-122.835888
59311,Port Moody,0,0,0,0,0,0,2024,49.293537,-122.838479
58890,Port Moody,61,36,6,16,0,17,2024,49.296119,-122.843085
58889,Port Moody,133,124,11,26,11,20,2024,49.297032,-122.839788
58756,Port Moody,0,9,0,0,0,0,2024,49.298541,-122.833696
59310,Anmore,0,0,0,0,0,0,2024,49.300172,-122.835368
61690,Anmore,0,0,0,0,0,0,2024,49.304307,-122.838479
61313,Anmore,0,0,0,0,0,0,2024,49.306379,-122.840343
61312,Anmore,0,7,0,0,0,0,2024,49.309844,-122.843398
61283,Anmore,0,0,0,0,0,0,2024,49.314596,-122.850069
53242,Anmore,0,16,0,6,0,0,2024,49.314796,-122.855634
53243,Anmore,6,9,0,0,0,0,2024,49.318242,-122.855614
53244,Anmore,13,15,6,12,7,9,2024,49.322138,-122.855795
53246,Anmore,0,6,0,0,0,0,2024,49.314085,-122.855814
53247,Anmore,0,6,0,0,0,0,2024,49.311561,-122.857193
53248,Anmore,0,0,0,0,0,0,2024,49.307956,-122.862785
58972,Anmore,0,0,0,0,0,0,2024,49.30957,-122.868539
58980,Port Moody,0,0,0,0,0,0,2024,49.309815,-122.874173
60598,Anmore,0,0,0,0,0,0,2024,49.314374,-122.877947
60271,Port Moody,0,7,0,10,0,12,2024,49.314355,-122.88435
58974,Port Moody,0,0,0,0,0,0,2024,49.31975,-122.893028
53250,Belcarra,0,9,0,0,0,0,2024,49.32353,-122.89958
58760,Belcarra,0,0,0,0,0,0,2024,49.317209,-122.910135
58978,Belcarra,0,6,0,8,0,12,2024,49.313511,-122.922967
58960,Belcarra,0,0,0,0,0,0,2024,49.321611,-122.925493
58758,Belcarra,0,0,0,0,0,0,2024,49.319017,-122.926926
61536,Belcarra,0,0,7,0,9,0,2024,49.313465,-122.923185
53253,Belcarra,0,0,0,0,0,0,2024,49.317311,-122.909827
53254,Belcarra,6,0,0,0,0,0,2024,49.320864,-122.906174
58975,Port Moody,0,0,0,0,0,0,2024,49.320066,-122.893762
58977,Port Moody,0,0,0,0,6,0,2024,49.314007,-122.883608
60599,Anmore,0,0,0,0,0,0,2024,49.314292,-122.877943
58981,Port Moody,0,0,0,0,0,0,2024,49.309688,-122.874363
58973,Anmore,0,0,0,0,0,0,2024,49.30923,-122.869268
53240,Anmore,0,0,0,0,0,0,2024,49.307873,-122.86469
53241,Anmore,6,0,0,0,0,0,2024,49.31089,-122.857692
58900,Anmore,13,0,9,0,8,0,2024,49.31447,-122.854993
61284,Anmore,0,0,0,0,0,0,2024,49.314479,-122.848991
61311,Anmore,6,0,0,0,0,0,2024,49.310197,-122.843823
61314,Anmore,0,0,0,0,0,0,2024,49.306399,-122.840471
61691,Anmore,0,0,0,0,0,0,2024,49.304406,-122.838698
59309,Anmore,0,0,0,0,0,0,2024,49.300062,-122.835526
58755,Port Moody,39,15,15,12,17,11,2024,49.298278,-122.833881
58888,Port Moody,147,151,19,13,12,10,2024,49.297443,-122.840415
58891,Port Moody,31,7,17,6,15,0,2024,49.295561,-122.842676
53287,Port Moody,0,0,0,0,0,0,2024,49.294453,-122.836167
58029,Port Moody,0,0,0,0,0,0,2024,49.295018,-122.834259
53289,Port Moody,7,0,0,0,0,0,2024,49.294524,-122.830278
61006,Port Moody,7,0,0,0,0,0,2024,49.29406,-122.828689
53291,Port Moody,15,0,0,0,0,0,2024,49.292561,-122.83056
53292,Port Moody,0,0,0,0,0,0,2024,49.290957,-122.831477
53293,Port Moody,0,0,0,0,0,0,2024,49.289443,-122.832735
58779,Port Moody,150,236,102,114,90,83,2024,49.282924,-122.828278
59499,Port Moody,0,13,0,6,0,6,2024,49.28063,-122.830879
59497,Port Moody,20,0,0,0,0,0,2024,49.280637,-122.833714
61235,Port Moody,19,0,7,0,0,0,2024,49.278898,-122.841659
59500,Port Moody,7,10,0,0,0,0,2024,49.278915,-122.845681
59493,Port Moody,0,9,0,8,0,0,2024,49.278926,-122.848134
58945,Port Moody,0,874,0,353,0,278,2024,49.277676,-122.84529
61911,Port Moody,225,0,66,0,67,0,2024,49.277757,-122.84582
53148,Port Moody,70,20,30,12,31,10,2024,49.276544,-122.844333
53149,Port Moody,55,65,16,17,14,14,2024,49.276532,-122.839688
53150,Port Moody,48,73,34,35,28,25,2024,49.276599,-122.834269
53151,Port Moody,16,8,7,6,0,6,2024,49.276372,-122.830951
61988,Port Moody,119,28,66,20,53,18,2024,49.278102,-122.827095
59903,Port Moody,72,39,42,26,36,19,2024,49.2797,-122.82696
53282,Port Moody,232,104,132,66,101,59,2024,49.282831,-122.827884
53283,Port Moody,31,14,9,6,11,0,2024,49.284992,-122.828651
53284,Port Moody,0,6,0,0,0,0,2024,49.28975,-122.833217
53285,Port Moody,7,14,0,11,0,7,2024,49.29198,-122.834909
53286,Port Moody,8,25,0,9,0,8,2024,49.292797,-122.837533
58890,Port Moody,61,36,6,16,0,17,2024,49.296119,-122.843085
58889,Port Moody,133,124,11,26,11,20,2024,49.297032,-122.839788
58858,Port Moody,18,25,12,15,13,12,2024,49.298354,-122.833187
58861,Port Moody,0,21,0,8,0,7,2024,49.300612,-122.832942
58885,Port Moody,0,10,0,0,0,0,2024,49.30284,-122.833432
58847,Port Moody,12,80,9,26,6,24,2024,49.304041,-122.830381
58864,Port Moody,13,34,7,12,7,11,2024,49.302407,-122.829727
58853,Coquitlam,24,65,16,25,13,19,2024,49.301023,-122.822467
60462,Coquitlam,37,32,24,8,23,10,2024,49.299145,-122.819247
53902,Coquitlam,26,34,13,13,11,9,2024,49.297442,-122.81541
53923,Coquitlam,23,15,8,0,7,6,2024,49.297416,-122.813092
53924,Coquitlam,47,32,19,9,14,7,2024,49.297486,-122.808979
58587,Coquitlam,23,12,13,0,11,0,2024,49.298739,-122.803963
59505,Coquitlam,43,36,16,9,10,7,2024,49.30081,-122.796798
53941,Coquitlam,21,11,11,0,8,0,2024,49.300889,-122.79515
53942,Coquitlam,16,0,11,0,9,0,2024,49.300037,-122.78984
59506,Coquitlam,40,30,17,0,14,0,2024,49.298477,-122.787901
60201,Coquitlam,100,26,57,12,42,12,2024,49.293797,-122.790462
59264,Coquitlam,14,8,7,0,0,0,2024,49.291971,-122.790158
53888,Coquitlam,55,157,12,9,17,13,2024,49.290649,-122.789975
58831,Coquitlam,101,90,23,35,12,15,2024,49.28816,-122.790782
53868,Coquitlam,27,358,7,187,9,111,2024,49.286545,-122.791683
58666,Coquitlam,51,207,31,127,26,99,2024,49.284128,-122.793018
53168,Coquitlam,65,179,37,113,20,85,2024,49.282274,-122.793385
59890,Coquitlam,165,965,117,644,105,573,2024,49.280029,-122.794024
53161,Coquitlam,931,447,834,297,731,297,2024,49.27466,-122.799011
53866,Coquitlam,134,0,51,0,62,0,2024,49.274999,-122.798874
58997,Coquitlam,124,23,95,18,92,15,2024,49.277739,-122.795695
59935,Coquitlam,583,124,420,86,359,78,2024,49.280122,-122.793523
58664,Coquitlam,244,63,126,39,113,28,2024,49.283337,-122.792982
59565,Coquitlam,568,33,277,18,221,13,2024,49.285967,-122.79157
58832,Coquitlam,111,84,34,42,25,18,2024,49.289194,-122.789809
58833,Coquitlam,38,44,13,23,13,19,2024,49.291226,-122.789614
59495,Coquitlam,6,15,0,9,0,10,2024,49.292615,-122.790129
59496,Coquitlam,23,57,0,20,0,27,2024,49.294729,-122.788704
59483,Coquitlam,29,65,0,25,0,27,2024,49.298993,-122.78761
59484,Coquitlam,0,21,0,10,0,11,2024,49.300339,-122.79179
58883,Coquitlam,6,13,0,8,0,9,2024,49.301041,-122.794107
58887,Coquitlam,10,21,0,6,0,6,2024,49.300914,-122.797006
58836,Coquitlam,11,28,0,13,0,10,2024,49.299379,-122.802263
58837,Coquitlam,0,15,0,6,0,0,2024,49.298124,-122.80636
58839,Coquitlam,44,65,0,15,0,15,2024,49.297586,-122.809782
58869,Coquitlam,71,71,24,28,24,27,2024,49.29749,-122.814601
58867,Coquitlam,0,10,0,6,0,6,2024,49.297671,-122.8162
58856,Coquitlam,16,30,0,16,0,16,2024,49.299,-122.818864
58866,Coquitlam,31,46,15,18,12,22,2024,49.300229,-122.820359
58854,Coquitlam,41,23,18,14,16,12,2024,49.301123,-122.822723
58863,Port Moody,38,15,16,8,9,6,2024,49.302619,-122.82966
59297,Port Moody,37,14,14,9,10,8,2024,49.303931,-122.830118
58849,Port Moody,19,0,6,0,0,0,2024,49.303484,-122.832895
58884,Port Moody,6,0,0,0,0,0,2024,49.302477,-122.833849
58860,Port Moody,17,12,7,8,0,6,2024,49.300553,-122.833069
58755,Port Moody,39,15,15,12,17,11,2024,49.298278,-122.833881
58888,Port Moody,147,151,19,13,12,10,2024,49.297443,-122.840415
58891,Port Moody,31,7,17,6,15,0,2024,49.295561,-122.842676
59100,Port Moody,31,9,13,0,8,0,2024,49.292711,-122.838034
59101,Port Moody,12,0,9,0,6,0,2024,49.289083,-122.83355
58779,Port Moody,150,236,102,114,90,83,2024,49.282924,-122.828278
59845,Port Moody,45,88,29,40,27,41,2024,49.278865,-122.82742
53267,Port Moody,21,292,15,130,11,110,2024,49.277967,-122.827449
53180,Port Moody,27,13,14,10,7,8,2024,49.276634,-122.831542
53181,Port Moody,69,50,34,32,24,28,2024,49.276773,-122.835884
53182,Port Moody,46,53,14,23,15,23,2024,49.276739,-122.840881
58945,Port Moody,0,874,0,353,0,278,2024,49.277676,-122.84529
53357,Coquitlam,624,0,268,0,212,0,2024,49.275316,-122.79883
61922,Port Moody,49,0,20,0,18,0,2024,49.277832,-122.847667
53918,Coquitlam,0,9,0,0,0,0,2024,49.291542,-122.811012
53894,Port Moody,0,0,0,0,0,0,2024,49.287405,-122.824915
53919,Coquitlam,0,9,0,7,0,0,2024,49.292864,-122.812174
53895,Port Moody,0,14,0,0,0,0,2024,49.287568,-122.827638
53920,Coquitlam,0,16,0,9,0,12,2024,49.294137,-122.813308
53896,Port Moody,0,14,0,0,0,0,2024,49.288839,-122.826698
53897,Port Moody,0,0,0,0,0,0,2024,49.289276,-122.823797
53921,Coquitlam,0,0,0,0,0,0,2024,49.295302,-122.811468
53898,Port Moody,6,23,0,0,0,0,2024,49.290952,-122.823263
53922,Coquitlam,0,0,0,0,0,0,2024,49.296412,-122.812824
53899,Port Moody,0,8,0,0,0,0,2024,49.293118,-122.822943
61838,Coquitlam,8,18,0,9,0,7,2024,49.295935,-122.819708
53904,Coquitlam,13,0,7,0,12,0,2024,49.29399,-122.813647
53901,Coquitlam,0,6,0,0,0,0,2024,49.296499,-122.817159
58869,Coquitlam,71,71,24,28,24,27,2024,49.29749,-122.814601
53903,Coquitlam,24,24,12,12,7,6,2024,49.297051,-122.813827
53902,Coquitlam,26,34,13,13,11,9,2024,49.297442,-122.81541
53905,Coquitlam,0,0,0,0,0,0,2024,49.292822,-122.812936
53906,Coquitlam,17,0,8,0,7,0,2024,49.291253,-122.811449
53148,Port Moody,70,20,30,12,31,10,2024,49.276544,-122.844333
58898,Coquitlam,12,52,7,39,0,29,2024,49.2792,-122.808218
53907,Coquitlam,7,0,6,0,0,0,2024,49.290451,-122.814455
53909,Coquitlam,16,0,8,0,7,0,2024,49.290142,-122.819099
58868,Coquitlam,7,0,0,0,0,0,2024,49.296534,-122.817413
53910,Coquitlam,15,0,6,0,6,0,2024,49.287585,-122.818014
61837,Coquitlam,14,9,6,6,6,0,2024,49.295933,-122.820031
58879,Port Moody,6,0,0,0,0,0,2024,49.29279,-122.82365
53911,Coquitlam,18,8,0,0,0,0,2024,49.285884,-122.812691
53912,Coquitlam,44,18,11,0,7,0,2024,49.283741,-122.809348
58878,Port Moody,15,6,7,0,0,0,2024,49.291372,-122.824052
58289,Coquitlam,21,8,13,0,11,0,2024,49.281011,-122.80839
58881,Port Moody,0,0,0,0,0,0,2024,49.289188,-122.825097
58880,Port Moody,9,0,0,0,0,0,2024,49.288744,-122.828022
53154,Coquitlam,29,8,20,6,15,0,2024,49.277677,-122.806687
58872,Port Moody,13,0,6,0,0,0,2024,49.287448,-122.827292
53864,Coquitlam,470,6099,292,4142,232,3177,2024,49.275476,-122.798723
58989,Port Moody,9,0,0,0,0,0,2024,49.287222,-122.823931
58126,Coquitlam,13,0,6,0,0,0,2024,49.286431,-122.819854
53149,Port Moody,55,65,16,17,14,14,2024,49.276532,-122.839688
59492,Coquitlam,27,62,6,9,6,6,2024,49.283382,-122.808971
59528,Coquitlam,24,0,8,0,6,0,2024,49.284272,-122.818787
59822,Coquitlam,16,0,6,0,0,0,2024,49.281941,-122.819265
53172,Coquitlam,26,8,17,6,16,0,2024,49.278022,-122.819531
53173,Port Moody,0,23,0,10,0,8,2024,49.277716,-122.825618
53180,Port Moody,27,13,14,10,7,8,2024,49.276634,-122.831542
53181,Port Moody,69,50,34,32,24,28,2024,49.276773,-122.835884
53182,Port Moody,46,53,14,23,15,23,2024,49.276739,-122.840881
58945,Port Moody,0,874,0,353,0,278,2024,49.277676,-122.84529
53150,Port Moody,48,73,34,35,28,25,2024,49.276599,-122.834269
53913,Coquitlam,6,8,0,0,0,0,2024,49.284788,-122.809813
53151,Port Moody,16,8,7,6,0,6,2024,49.276372,-122.830951
53914,Coquitlam,7,13,0,0,0,0,2024,49.286193,-122.813322
53915,Coquitlam,0,17,0,7,0,7,2024,49.287354,-122.816962
59569,Port Moody,94,0,46,0,33,0,2024,49.277099,-122.826771
53916,Coquitlam,0,16,0,7,0,6,2024,49.290256,-122.818162
59807,Coquitlam,13,40,0,23,0,17,2024,49.279245,-122.818289
53908,Coquitlam,0,13,0,0,0,0,2024,49.290355,-122.81543
53892,Coquitlam,15,19,0,6,0,0,2024,49.284853,-122.818092
53917,Coquitlam,0,13,0,8,0,0,2024,49.290363,-122.813195
53893,Port Moody,0,18,0,8,0,0,2024,49.287184,-122.82122
53035,Coquitlam,284,0,126,0,114,0,2024,49.275172,-122.798784
58997,Coquitlam,124,23,95,18,92,15,2024,49.277739,-122.795695
59935,Coquitlam,583,124,420,86,359,78,2024,49.280122,-122.793523
58664,Coquitlam,244,63,126,39,113,28,2024,49.283337,-122.792982
59565,Coquitlam,568,33,277,18,221,13,2024,49.285967,-122.79157
58832,Coquitlam,111,84,34,42,25,18,2024,49.289194,-122.789809
58833,Coquitlam,38,44,13,23,13,19,2024,49.291226,-122.789614
59495,Coquitlam,6,15,0,9,0,10,2024,49.292615,-122.790129
60331,Coquitlam,17,78,6,49,0,29,2024,49.293831,-122.789324
61294,Coquitlam,40,82,22,51,17,34,2024,49.292774,-122.785177
58816,Coquitlam,0,16,0,8,0,8,2024,49.294697,-122.780129
58818,Coquitlam,8,82,0,50,0,40,2024,49.299226,-122.779039
58817,Coquitlam,0,16,0,12,0,10,2024,49.298216,-122.781306
58822,Coquitlam,0,24,0,11,0,11,2024,49.297263,-122.783865
58823,Coquitlam,0,26,0,11,0,9,2024,49.298883,-122.786761
58824,Coquitlam,9,65,0,32,0,24,2024,49.301579,-122.784649
